Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Italy,ITA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,49039522314,54567043544,59972791169,66533106006,74148050788,81930085970,90268418454,99159428098,1.1067E+11,1.21665E+11,1.41812E+11,1.77563E+11,2.15961E+11,2.38959E+11,2.50701E+11,2.63626E+11,2.94798E+11,3.7856E+11,4.74453E+11,4.90721E+11,4.63332E+11,4.30206E+11,4.37997E+11,4.53244E+11,5.29203E+11,6.86169E+11,9.00775E+11,9.77272E+11,1.05542E+12,1.15249E+12,1.29995E+12,1.22341E+12,1.18229E+12,1.17176E+12,1.23777E+12,1.26554E+12,1.26001E+12,1.24722E+12,1.24274E+12,1.20099E+12,1.17784E+12,1.33371E+12,1.62802E+12,1.87764E+12,1.9893E+12,2.09365E+12,2.22215E+12,2.22737E+12,2.23452E+12,2.23798E+12,2.14361E+12,2.13165E+12,2.09941E+12,1.9939E+12,
Jamaica,JAM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,1139676104,1195380206,1348096119,1440538485,1897897816,2005195920,2366233929,2778199174,2824714409,3014110162,3019116892,2776698768,2618241742,2835090231,3001650635,3031074137,2595867151,2176468287,2241290910,2767734921,3532938418,4053094605,4287095564,4234547226,3942807595,4390966277,4482568933,5259298798,5786126122,6410963258,6890276800,7806195571,8525859675,8557062959,8703337264,9265597329,9928624296,10368132777,11222300018,11936225810,12694075743,12055583653,12296953067,12975118556,14185930539,14378454028,14133919476,13667575712,
Jordan,JOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,2067982263,2683955682,3382576729,4356526942,4787222223,4907230541,4812850196,5017370791,5101089359,5813772848,6646531224,6897893648,5170921161,4544072587,4111912229,5069223701,5433932925,5893070984,6524907130,6766097363,7029101578,7291070645,7718036787,8565066414,9059215954,9462567727,10331977752,12045186511,13474558808,15062399457,17179375543,20445481874,23088657445,24901384990,27000157170,29419825555,31920539974,34069769870,35549191192,
Japan,JPN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,58263336691,66780643407,78212137590,87873945269,1.02988E+11,1.20525E+11,1.44525E+11,1.7168E+11,1.8837E+11,2.20691E+11,2.86747E+11,3.86305E+11,4.79557E+11,5.66365E+11,5.9907E+11,6.65163E+11,8.41609E+11,1.0757E+12,1.24584E+12,1.28654E+12,1.22934E+12,1.19976E+12,1.23696E+12,1.37149E+12,1.65862E+12,2.17325E+12,3.00061E+12,3.27975E+12,3.40523E+12,3.50544E+12,3.75039E+12,4.13092E+12,4.57203E+12,5.17715E+12,5.28527E+12,4.94537E+12,4.23201E+12,4.15775E+12,4.43645E+12,4.52649E+12,4.30149E+12,4.34325E+12,4.74634E+12,5.00162E+12,4.93141E+12,4.81212E+12,4.83555E+12,4.79798E+12,5.37646E+12,5.77564E+12,6.10158E+12,5.9003E+12,5.32636E+12,4.65638E+12,
Kazakhstan,KAZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23367577491,21152220916,20227832862,20816210492,21363169389,20885490081,19275782387,18739747515,20014861077,22529559719,26905724049,34459306267,44610520536,59055269125,77039063903,96383955511,1.09132E+11,1.21371E+11,1.39258E+11,1.71536E+11,2.09367E+11,2.15926E+11,2.03218E+11,
Kenya,KEN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,836050920.5,924938645.2,973334015.7,999617813.7,1159379221,1206136254,1344671405,1495590298,1511904502,1881061040,2276184096,2512827860,3006746173,3417146005,3513875319,4108841858,4926113778,6214419020,7445379215,7662932654,6990942515,6199954883,5991196539,6072634562,6945764087,7980500073,9007022570,9067001927,8845123292,8466097919,8334013202,6965872399,6895075481,7450070896,9612734955,11327633425,12956211906,13283708946,13172825468,13000594243,12882107442,14031381215,16076230711,18609115692,21847774325,27060702011,32710330148,36649690185,40443567493,42877198935,46519268222,51577367292,58213804356,61823606127,
Kyrgyz Republic,KGZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328460577,2028981460,1660241181,1625957234,1787811344,1853274637,1699295893,1447542949,1375179503,1386744252,1449151165,1723947902,2050469455,2298698213,2607925178,3222049076,4068038543,4654912666,4636750079,4850448506,5814144155,6960099590,7361005593,6983339032,
Cambodia,KHM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181889795,3439343765,3645155938,3386887421,3510594862,3622260316,3862728997,4014061524,4542904952,5290232919,6164301573,6979365814,8050566103,9277305170,9818655539,10701438315,11790473011,13035859443,14402495210,15594514006,16682397365,
Kiribati,KIR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,49979506.5,50201677.71,39028416.13,38879787.95,47269830.01,48587067.8,39019489.06,36425543.68,36148408.42,36633883.01,46044411.55,46556784.73,52209408.21,54225552.18,64987782.09,78353197.77,83498721.28,90106825.22,88359381.3,111786104.7,123986161.7,111140896.8,117120961.1,119027204.5,107313631.4,116875277.6,144620823.3,162405829.3,160964298.2,174357626.9,192250772.3,187995527.7,204006370.1,215189552,268373282,311454319.9,343641242.8,362628904.3,
St. Kitts and Nevis,KNA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,59407221.44,73178057.65,79953866.34,81871013.09,83675766.52,92447223.52,101836907.8,122295829.1,144037141.6,170741899.1,180149559.8,201854788.9,202734905.4,220718899.3,241280840.9,263231685.4,291529820.5,310036160.1,329958166.7,321311947.4,344060057.4,377810031.3,408230076.1,423958579.7,426782523.4,480712284.5,538889393.4,591933973,632608620.9,700819002.7,677417135.8,662363498.5,693806391,703189056.2,759849733.5,821694596.7,864767923.7,
"Korea, Rep.",KOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,3023367965,3188675995,3634138507,3687486155,3900462216,4311489085,5530856330,7181803970,8537031485,10061706143,11349699766,14310200659,18639808887,22696576910,28401247904,34538806638,46215629414,61520846939,72617260618,80108233246,81808873581,87790724493,95467005947,1.02596E+11,1.20636E+11,1.49654E+11,1.93109E+11,2.30857E+11,2.77582E+11,3.26797E+11,3.62819E+11,3.96802E+11,4.46861E+11,5.25381E+11,5.95419E+11,6.11335E+11,4.68401E+11,4.73816E+11,5.05143E+11,5.50642E+11,5.9384E+11,6.39412E+11,7.51633E+11,8.56967E+11,9.66585E+11,1.09173E+12,1.11865E+12,1.03738E+12,1.0533E+12,1.1253E+12,1.23173E+12,1.2987E+12,1.35985E+12,1.38899E+12,
Kosovo,KSV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4317554604,4845940567,5413881435,5785799030,6073447519,6523381538,6828217757,7200713499,7274302296,7107135414,
Kuwait,KWT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,2113821268,2321540112,2449427235,2486524105,2834231873,3130189314,3975173274,6408749372,10345257064,16227658033,16252417191,18947261339,25007629152,26704352661,30704847283,28431933074,28021542653,27611552686,25522765069,30831204944,29969743440,29146230685,36372890414,,,,,30869372601,32951257618,33953706576,36744296989,36030445583,32923797744,36764881124,39390608570,40499264957,48845783299,62035746832,78321130397,98291913826,1.19141E+11,1.37352E+11,1.29674E+11,1.26114E+11,1.38844E+11,1.69532E+11,1.87084E+11,1.85028E+11,1.59296E+11,
Lao PDR,LAO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,2099123486,1691528998,1015688178,869437227.5,827476085.3,939634953.4,1105174178,1272959219,1470030906,1711952873,1894716672,1884791712,1580437767,1508300701,1496698158,1662596037,1766065795,1880785594,2196274800,2624977449,3005751861,3661303770,4553324402,5496358600,6245614948,7132466261,8412697204,9828967599,10992263528,11757458923,
Lebanon,LBN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663390826,4904748816,5167432609,6461737631,8437925294,10956664356,12932882723,13987172104,15479281486,16818417579,17692044628,17812051602,17589100030,16499759111,21627730297,22866247616,22941340602,25554180185,28613074934,32768353745,36652676508,39802505006,41797104508,43192746961,45542984468,46379849124,
Liberia,LBR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,192601744.5,196058289.1,227668910.5,246367467.9,267781611.7,285985752,304827712.2,332137573.4,359434414.4,381366765.2,412767728.3,444225313.3,536912803,602160564.7,681577628.2,744826432.5,826071852.9,949309473.7,985845861.8,988469766.2,896645258,751012822.5,774767224.2,784488426.3,769616208.3,781506397.2,855975436.9,607944718.3,,,,,,,,279421096.6,340528506.1,334253761,445467085.7,382309414.3,379236072.6,251410408.3,295103987.8,381257212.4,453087800.4,557581847,657193452.2,850916097.1,991314491.6,1320785063,1405164042,1606704872,1637391869,1712693377,
Libya,LBY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28598385675,29021118952,29359882221,39777908117,50608975703,62144595218,73933744981,74141267366,76747144737,29324434748,68246176129,65946530096,48972697770,37840024260,
St. Lucia,LCA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,139157951.8,145910351.2,184958306.6,181154347,222680156.8,248849039.5,289551757.2,316822602.8,376633491.5,396257474.8,451035219.7,469898492,489361642.8,519890984.6,554554742.8,558979857.6,581505698.1,622269312.6,692870608.7,682402909.5,703619328.5,753825247.9,851351157.9,886702845.3,1010476791,1063469931,1139485623,1179351072,1170111609,1236128582,1258953423,1296353715,1332591971,1367681477,
Liechtenstein,LIE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,113442256.2,146559930,188717181.3,237948308.1,267831600.4,302371661.7,368574136,471226728.4,585115793.7,593269621.6,539197647.6,502882872,514063117.3,538302549.8,630018061.8,867553637.5,1167231061,1241076919,1309195212,1387437664,1606128793,1699788852,1886170927,2163387541,2463606397,2551053863,2508702404,2577197466,2617079903,2289509029,2204238203,2339157300,2710704259,3218859658,3639206217,3951038571,4323639616,4159688378,,,,,,,
Sri Lanka,LKA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,1405747999,1385023819,1458976866,1682425483,1928908399,1956250907,2088010885,2073586211,2165171111,2386208658,2801453830,3346092537,3777939630,3583417136,3678221004,3477995094,3904460041,4155404138,4626877150,4865787583,4901723893,5306070065,5949650760,6646343072,7124079129,7681839943,7590241685,8052391845,8659341454,9730379998,10684656982,11535599045,12662194428,13641080481,14722168950,15185315981,15629840937,16372253142,15683306329,16101116331,18056816476,20629101854,23689805365,26808985711,30783171330,35804056151,40383769919,48796024976,58046844956,68558100343,71913253295,75770374248,79596711315,
Lesotho,LSO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,71435176.26,78530370.31,80570418.43,83304060.24,90171979.25,99188238.26,109527215.6,163094931.4,248950215.8,263031329.1,328587532.8,380914632.9,426170574.4,522447312.7,594171320.2,704125720.2,852258682.4,768351657.2,701475934.4,588190318.5,582062122,636654700.3,765818280.6,821629529.2,876184390.5,933682881.9,1057003314,1084972697,1140597450,1161634285,1210276975,1224883862,1104342012,1107709887,1080829950,1197073905,1088715137,1208506600,1439991925,1758702621,1907885308,2000681596,2107156802,2170821993,2326720266,2777028533,3001228681,3221429669,2803741834,,
Lithuania,LTU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9299147217,10167573281,10535410552,11285954180,12017552610,13160366499,15989572710,20329375622,25175144756,28763998584,34278874833,40430317813,39318817054,38497042647,40018112352,42070876902,45173749909,46712635894,43650916029,
Luxembourg,LUX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,522574817.2,545997066.3,612317917.2,636988288.6,673981154.3,693331879,753656391.7,864924663.7,909744255.4,1027812402,1281184125,1663235242,2219132556,2583362642,2786105823,2975670755,3499061946,4261116402,5113519854,5131836624,4950685109,4473588777,4336890819,4367354981,5216181074,6758052308,8814337313,9819215412,10912752724,12416449181,13950556822,14522371855,15193833566,17059602998,18444053547,19473547501,18009300888,18102614248,18432488797,18310868811,17929925418,19499608715,25603450443,30883259195,28438738775,35659106273,38576744635,34607274298,40312511343,39210518735,39280525336,39941054717,44816053188,43867534105,
Latvia,LVA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7166178431,7843345867,8394814110,9078368024,10702456721,13239958210,16466712499,19621655373,24316787666,28835071844,29693690114,26419395854,27062017035,28062994512,30034548349,30603800631,29486390348,
"Macao SAR, China",MAC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,1286575122,1308594051,1548603424,1985657902,2390555218,2680923815,3069983365,3530020466,4517310233,5274035809,6068682212,6721759862,6916617746,6999971321,6479056376,6170134013,6321451305,6991216215,7373663650,8223101415,10493656053,11593242842,12992044335,17466155497,17722636348,19336568697,24532913582,30190082281,34526225627,40683882191,44092952876,,
St. Martin (French part),MAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,3454362734,3739422891,4016382497,4396652377,4906462693,5998704228,7739692749,9567860583,10539355878,11249652177,12407032790,15324017474,19655888902,19829432398,19932382944,17010472008,16124371987,15479021784,17867083992,20347517344,25995368982,27207569277,28940277390,31557774268,33025705238,32386546952,36103866052,35479251079,41823860617,40888565727,41403612139,40630817077,40423190599,41123783889,40832847650,46593764779,55993763411,63817917579,70012667849,75133273366,86275667828,93438161542,96294797488,99886556939,1.00418E+11,1.06086E+11,1.06212E+11,1.06073E+11,
Monaco,MCO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,381195087.9,492727373.7,613410230.8,714446464.6,762340154.1,838444403.6,950874762,1167359983,1411806539,1425930503,1309632028,1147979163,1086932654,1083871911,1259804871,1613797122,2081414606,2206526105,2342182740,2444857531,2726799508,2699483056,2806101925,2978426679,3131414546,3113586197,2995283307,2939396939,2914150115,2796698321,2743913062,3102884622,3768678573,4340375472,4726728803,5653396664,6671360042,,,,,,,,
Moldova,MDA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326484261,2369887981,1686411037,1723874058,1758620513,1837051152,1682456474,1465590655,1363376700,1448159391,1657168273,2062624040,2613750361,3190422712,3682323505,4133546313,5361012798,5596424898,6476687426,7068109236,7623194134,8798992493,9111573933,7887596558,
Madagascar,MDG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,707049620,720347992.2,770646823.8,797619224.2,880989588.1,964308715.4,1066751409,1108568111,1170460144,1228954584,1309843828,1532536884,1919042914,2330746831,2314957239,2453101752,2579045560,3328430776,4017963499,3826751948,3638912781,3410056343,3148048532,2983580044,3051892274,2986644729,2877942375,2602977562,2785368079,2578269082,2881358436,3055608166,3089173757,3160225057,3377361217,3593569764,3739471644,3719512122,3870248072,4172798768,3842153963,4857960149,5183712476,5376411612,5352485872,6357911145,7911225658,8490617908,8791821881,9097095927,9541670538,10167939367,10535951017,10278229998,
Maldives,MDV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032996249,1228117542,1143479654,1406042928,1405096951,1761706543,1800961640,1966775190,2201655349,2292074713,2358375389,2594798202,2727616042,
Mexico,MEX,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,14670418981,16308434367,18851997043,21094037585,23399593329,26061579146,29682287337,31998389902,35288593774,38713175010,44862886689,55642136026,70183062314,87081664561,94129373601,92841948692,1.02394E+11,1.25208E+11,1.70599E+11,2.19379E+11,2.00314E+11,1.64264E+11,1.54799E+11,1.64393E+11,1.53009E+11,1.53828E+11,1.64207E+11,1.92819E+11,2.35631E+11,2.79203E+11,3.29499E+11,4.05443E+11,4.82171E+11,4.31156E+11,4.15808E+11,4.21691E+11,4.59635E+11,5.1433E+11,5.91218E+11,6.50808E+11,6.94386E+11,7.33578E+11,7.99778E+11,8.46883E+11,9.21879E+11,1.02739E+12,1.10094E+12,1.01496E+12,1.04898E+12,1.09244E+12,1.19309E+12,1.22682E+12,1.26365E+12,1.23366E+12,
Marshall Islands,MHL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155071461.3,135907561,130268481.5,131409806.5,136301861.1,148809159.6,154958979.2,154708279.9,160960502.2,172956328.8,185952664.5,188506975.9,196029771.5,195688093.9,192892326.2,194801050.7,203716783.6,207615120.6,224443574.3,232032005.3,,
"Macedonia, FYR",MKD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304138652,2746928777,2637374052,3366264260,4130839008,4205313091,3842440745,3666757635,3752096755,3652551617,3738902512,4282215644,5271767017,6155909190,6837514310,7401880420,8941860279,9529420202,9742031342,9960616483,9823469102,10380282636,10777112489,10674073453,
Mali,MLI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,335278090.2,374498799.2,408858613.2,474775422.7,559734789,610543089.6,793907963.4,935382578.1,1092725112,1180682486,1515826958,1742360212,1769561699,1490095150,1317466544,1249411499,1441713108,1628414596,1916134379,2373287725,2446141304,2435035266,2790670779,2915845845,2939247692,2657009816,2591091064,2654380410,2846540551,2872657944,3091229045,3103423939,3395277556,3485898032,4360878687,4728016201,5849549410,6941061920,7770363701,9036862297,10385548322,11000588696,11908295203,12801719271,13611399266,13993539422,13934742245,
Malta,MLT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,328385948.8,379736134.7,471847207.6,604295136.1,649070486.5,710867026.6,824128386.7,1033945922,1354486423,1490113991,1482812914,1302541444,1265415335,1240016082,1369517157,1698839286,2174944806,2425086375,2690055345,2889302969,3204368823,3181294182,3221925162,3441882296,3693462019,3852115225,3752400230,3936240248,4009442743,3993231917,4083230647,4502506381,5192144251,5809683177,6202254758,6749379924,7873758843,7757051416,8325983093,8365955061,8389037414,8888754201,,,
Myanmar,MMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68173669122,,
Montenegro,MNE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198279278,1491368748,1899938889,2249259224,2651546120,3218465964,4010927850,4148138925,4268760373,4487848905,4341648870,4551491802,4548719331,4503308935,
Mongolia,MNG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,2626695814,2475355649,2370751014,2658695291,3083700235,3538026218,3405241047,3133639408,2668014598,1806705839,1159996961,972230449,1064877810,1276918212,1355544194,1226533792,1133862025,1115885969,1168592662,1293142897,1517095330,1894036101,2264259077,2861568969,3646108033,4734604062,4782221498,5422152959,7184787132,10305289355,12492493678,12389164495,11339962533,
Northern Mariana Islands,MNP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,3586167516,2937745095,2967678828,3457488851,4243363465,3852703216,3070892628,2455493694,2404703878,2774453667,2548571600,2632793920,2497039130,2536024720,3319196723,3836479334,4432306734,5005985919,5026697639,5163451575,4712978137,5427037144,6279771332,7349566653,8033693967,8834826767,10084134298,11252868020,11226693324,12066342535,13447655784,15658054265,16803009512,16354916181,
Mauritania,MRT,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,207715078.4,201877726.5,221544941.3,220533659.3,234909733.3,288420006.1,413783662.9,452980226.1,483262495.9,514385883.5,548970062.6,637487881.6,730238263.2,757124628.7,720265073.6,704223073.2,695850992.1,677910773.8,731734852.5,822934941,943744001.1,1003768761,984025845.7,1124608788,1308836412,1410632438,1301865881,1378512685,1562195642,1438549551,1410881634,1483388201,1395725658,1305991572,1358690044,1526840043,1810465940,2185536347,2706211917,3072044571,3607490739,3813419564,4090711345,4451907830,5031422895,5516102589,5446260907,,
Mauritius,MUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,951212739.5,1167586506,1202937121,1256757082,1181689421,1072499833,1043110119,1086711883,1287771139,1686971471,2155645331,2346127614,2578725440,2806185114,3237792745,3423469340,3597854814,3899541587,4291106477,4472711533,4385872122,4275188897,4596092812,4669260320,4690500105,5163387203,6157422180,6658388041,6987099402,7675493099,8765856447,9259712901,9961666012,10419737885,11321372691,12168200233,12260751501,12127514485,
Malawi,MWI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,179670971.1,182165021.4,186447307.5,223672990.9,256974294.8,273216240.9,262141122.3,273757085.1,279550578.5,352172953.7,408303178.5,475686756.9,595149391.6,683192644.7,693562618.5,755912541.4,904552992.7,1047723327,1169368811,1191522996,1196885330,1165006433,1183765414,1178951816,1172639201,1230280815,1386650553,1477379056,1723154381,2059032570,1956941259,2129727336,1529857902,1579756028,1717405672,2078051648,2149832747,1967718600,1749386105,1655093554,2010977736,2681673068,3726332052,3778251590,3999871002,4455517917,5085692259,5794277103,6542310411,7378702705,7015802987,6451260033,6024194642,5962404273,
Malaysia,MYS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2056582396,2252831860,2484335305,2873098543,3147370880,3316349032,3532839551,3670862811,3950119297,4255171011,4936566206,6634962302,8889294713,10409584297,11425491848,12442692600,14834087029,19464183514,24728658648,27234821440,26931818716,26790772773,29695681270,29928817881,29888968237,32391037451,36489200340,39592072245,43233793255,47426025988,54699426841,62988010231,71915601954,82974222522,94568042181,99625064920,80495661027,76642177348,80179038495,84094833133,91743206406,1.0282E+11,1.19334E+11,1.35485E+11,1.53035E+11,1.77055E+11,2.04637E+11,2.10841E+11,2.32947E+11,2.59324E+11,2.95985E+11,3.19608E+11,3.32507E+11,3.20672E+11,
Namibia,NAM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,2192888296,2079821197,1943844525,1583452128,1658696290,2062312357,2255336423,2569545432,2855327435,3174551973,3492573625,3457461962,3628195230,4009055319,4174718951,4259729554,4107682148,3954329720,4004181266,3804501988,3710222579,4291103859,5536021919,6862556027,7965260936,8624430119,8890671497,8869142237,9561109137,11123933861,12479709481,13443322120,13628538035,12813597374,
New Caledonia,NCL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,176920511.7,215141360.2,262376940.2,360975142,410311021.5,474346705.6,512921616.6,690794127.5,848497338.9,862728963.4,894560901.8,959840487.1,956270008.1,1117522262,1132424004,1042900457,879899382.6,830562862.3,850919918.7,970737560.4,1295305135,2171055482,2425858964,2521810495,2664964486,2889402806,3014920081,3180318555,3532174486,3603596282,3586582105,3228389158,3098174473,2989344398,,,,,,,,,,,,,,,,
Niger,NER,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,539522288.1,591801896.9,590993949.8,654043538.5,682375956.8,694819504.6,697444472.2,648673959,671218531.9,724353913.2,733501238.4,768021646.7,1046376346,1192011389,1154999906,1278587952,1603842577,2034951690,2441924889,2435673338,2250880123,1866793238,1438435121,1489272626,1745269940,1990928300,2464010917,2501733223,2368001039,2409154275,2379310308,2048916412,1847325821,1751754976,1889204375,1947151647,2054067608,1981661589,1911943710,1972517810,2002492643,2370443346,2812213596,3346132648,3704367817,4037936870,4852704554,5241656427,5817602670,6107441485,6829107886,7400441795,7961070964,7830407389,
Nigeria,NGA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,4686464878,5202154083,5501048410,5708781970,5784001224,5164457486,5267542721,6593383642,9433652457,10323862021,11662626891,13163292085,20780528882,25393836809,33192231887,37663684923,38469503668,45702418117,55748956647,57662933454,56778824847,43989119613,33965725675,30817343361,23780805875,21513662321,25194268053,25141018256,27392899738,26837779760,27476887642,19930201513,17807832434,18926405949,25467725914,32255426124,31389036138,,33427150529,39463294109,45324084494,54313855207,83199141132,92455522463,1.20897E+11,1.43139E+11,1.74966E+11,1.79702E+11,2.33012E+11,2.81366E+11,4.14843E+11,4.64005E+11,5.26465E+11,5.14027E+11,
Nicaragua,NIC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,268531725.2,294782811.5,330438025.6,412108991.9,497276186.7,626319701.3,652328501.8,715882157.9,737498600,786513595.2,839139006.9,1006514844,1380270067,1590058073,1744088795,2012108382,1979911764,1589842398,1960107293,2220402960,2334047828,2425603390,2557164992,2565236971,2875357546,3351215193,2704572712,1483243154,1290239232,921187745.2,1037947679,1312475234,2034606073,2859825630,4156977096,4252740270,4338613097,4616888692,4890672930,5001380639,5027661798,5284462289,5817801341,6323645132,6588221610,7184390214,7889898741,7998822623,8500328525,9279926869,9987250397,10636003950,11244356510,11819712288,
Netherlands,NLD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,14408058404,15619276783,17737823955,20879346988,22886496013,25230102768,28413648370,31932885226,36448194629,41910063831,50710549744,67311088465,85218478210,1.02993E+11,1.13501E+11,1.24465E+11,1.43961E+11,1.76904E+11,2.07165E+11,1.96989E+11,1.74485E+11,1.56995E+11,1.52799E+11,1.47875E+11,1.68233E+11,2.13117E+11,2.70655E+11,2.86401E+11,2.99991E+11,3.16583E+11,3.5268E+11,3.62916E+11,3.85389E+11,4.226E+11,4.56617E+11,4.60312E+11,4.38778E+11,4.48652E+11,4.54806E+11,4.36173E+11,4.32815E+11,4.98087E+11,6.07377E+11,6.9181E+11,7.53205E+11,8.09106E+11,8.62683E+11,8.84716E+11,8.89488E+11,9.03381E+11,8.79613E+11,8.81689E+11,8.64359E+11,8.28796E+11,
Norway,NOR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,5841143099,6264518207,6855815078,7635741598,8394441278,9342198979,10032039756,10980494865,12105873429,13953429381,16655701598,21068844328,26912497781,33591948465,36833378351,40258570895,45106934208,53382785491,63947559949,67300390965,64817120013,61662238855,62704331013,65232194371,73153961027,87233348682,1.00904E+11,1.06032E+11,1.12434E+11,1.18592E+11,1.31964E+11,1.303E+11,1.33829E+11,1.42537E+11,1.56854E+11,1.67036E+11,1.60019E+11,1.58632E+11,1.6418E+11,1.72644E+11,1.8108E+11,2.04306E+11,2.48471E+11,2.94929E+11,3.26153E+11,3.69211E+11,4.16506E+11,4.24175E+11,4.32367E+11,4.47116E+11,4.97317E+11,5.28952E+11,5.43558E+11,4.87497E+11,
