Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,CYP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,763126709.3,908090012.1,1214333207,1737653118,2106758660,2363386228,2227452784,2333689313,2427090027,2788391972,3570314027,4529738209,4977076488,5516689301,5756383124,6866268002,7008369281,7606933836,8210315481,9117109528,9546171752,10409103145,9749506467,9763389929,9846620526,10179153496,11911277307,14579072790,17413495212,19329916074,21823694957,24642796607,25896346219,25635251049,26563549749,24880143355,23517366365,22596644668,21825493833,
Czech Republic,CZE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34327284306,35850460445,42630787408,52541985378,61138221777,62962727696,62411260481,62472998304,64773319798,64549068197,67497499068,82160921158,1.04099E+11,1.26454E+11,1.4256E+11,1.62103E+11,1.90071E+11,1.94771E+11,2.0117E+11,2.03609E+11,2.02526E+11,2.01507E+11,1.96671E+11,1.90488E+11,
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,2.83741E+11,3.69482E+11,4.58401E+11,5.29772E+11,5.59666E+11,6.00257E+11,6.93696E+11,8.65023E+11,1.02011E+12,9.84894E+11,8.72679E+11,7.84228E+11,7.70153E+11,7.65393E+11,8.75003E+11,1.11007E+12,1.45734E+12,1.55835E+12,1.69476E+12,1.83416E+12,2.08485E+12,2.10944E+12,2.24198E+12,2.41441E+12,2.53179E+12,2.47751E+12,2.29691E+12,2.207E+12,2.15466E+12,2.0411E+12,1.95561E+12,2.16489E+12,2.61847E+12,2.9594E+12,3.16053E+12,3.34829E+12,3.60176E+12,3.58845E+12,3.66252E+12,3.80161E+12,3.75415E+12,3.80993E+12,3.84703E+12,3.72776E+12,
Djibouti,DJI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500658067.1,489929429.5,498393297.1,509235301.5,506470565.6,505681365.3,502645582.4,527796783,552449506.4,570915727.5,593383035.6,675050000.3,754012636.4,803064736.9,,,,,,,,,,,
Dominica,DMA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,42760479.12,58616834.71,71274203.39,73479739.68,73375644.59,80588785.89,86172702.13,106572890.5,126913580.1,150155939.1,149740914.1,163428052.8,169572875.9,183886509.7,195948157,202145952.8,212613689.3,219304726.6,225455731.4,235991935.2,233346441.5,250698692.5,288834870.1,304111597.8,337061709.1,357445780.5,362569652.7,387583177.4,407458691.4,449001818.2,462055360.7,476898267.8,491679303.5,485728053.6,483348172.6,503565894.7,491265132.7,
Denmark,DNK,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,16336743358,18309824335,21697898433,28143579291,34541124628,41256384362,45836631939,50145702811,57434035161,69946517333,78092441324,73373148419,66410674631,60349821685,59358946837,61040933571,72422769986,91627450391,1.14399E+11,1.19281E+11,1.26105E+11,1.32577E+11,1.49595E+11,1.4934E+11,1.59288E+11,1.71795E+11,1.84393E+11,1.86641E+11,1.78128E+11,1.76335E+11,1.74392E+11,1.68462E+11,1.65976E+11,1.87863E+11,2.31086E+11,2.68892E+11,2.90977E+11,3.04216E+11,3.31035E+11,3.30496E+11,3.37384E+11,3.42524E+11,3.38734E+11,3.4682E+11,3.49609E+11,3.32569E+11,
Dominican Republic,DOM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,778525998.7,870722009.3,985094769.1,897126699.5,1013967734,1043388519,1071023353,1227498065,1517018859,1731815991,2063332097,2523161982,3064348804,3665315249,4102544858,4488923925,4957462541,5855841534,6716046096,7316012781,7558907971,7827006217,8627883387,6764523333,6639054346,6318716620,6294993033,6360550837,6232622702,7576239731,9875185774,12017115320,13196886968,15086030583,17192456114,18769815039,19746767155,20859649163,22494409436,23040746368,24816941161,23213045208,22535114535,26836942837,32552857725,40446297041,44389660253,47156229417,52235131857,54358390161,57527962037,60032285367,62690219004,64538605642,
Algeria,DZA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2182660030,2777632408,2918180653,3079285624,2957510047,3345604712,3857859510,4366195720,4799663862,4690935460,6662893493,8365853063,11506893510,15145549217,18096767191,20157911779,24559293673,31258081342,38810934634,44353743103,46990078159,46873878287,49553576492,53914568351,60147874752,67120861937,67712800676,64189348855,61135734000,52734553404,51382063660,47747490849,45725068834,44716318876,44342950129,44788247616,46562033306,47002857201,49486636997,52510744672,55156511065,62273400431,73595287601,90294127136,1.04644E+11,1.2308E+11,1.46377E+11,1.51678E+11,1.61207E+11,1.68694E+11,1.94715E+11,2.10604E+11,2.13784E+11,1.93013E+11,
Ecuador,ECU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1007783534,1030339811,1115031335,1455264439,1855454338,2583205316,2673951705,2952248351,3132279753,3192852152,3268070660,3961309377,5613338758,7646363528,9269709546,10073559996,11832916553,14208624587,17035555750,20322692935,20369714856,18422217647,17000624272,16511926022,16471888800,15628842128,14853335654,13822850622,14025773097,15529361447,17135233623,18263067073,20372286005,22580889671,24339953428,26063045891,26353511406,22149889065,19446095330,19915456376,22713803160,28268122534,34628972713,39774777810,43594533525,47259892796,56061411326,60035908216,65928998851,74302263881,83361658625,90970680178,96859067880,97059209212,
"Egypt, Arab Rep.",EGY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,5528899081,6009187996,6759319649,7579843300,8269098557,8999443501,10041055677,10788282179,12333369767,13638777515,15453487622,15961440999,17827167565,21724640980,23583528876,25121415839,25560703995,27403176634,29777659546,32521736545,41120100145,42931424184,42821412810,42479446509,41972721600,43515364338,44296528961,49945378171,57335055255,64970045409,73493057112,79460854454,88467464161,97275157183,1.00575E+11,96330759213,92984744620,90582723651,92773209179,1.01664E+11,1.20047E+11,1.46922E+11,1.72115E+11,1.96206E+11,2.16759E+11,2.44346E+11,2.66172E+11,2.87683E+11,3.05861E+11,
Eritrea,ERI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600670890,600478396.4,653043066.6,708238131.9,723779021.9,704156534.7,696072845.2,742638741,749383258,778771884.4,922192926.2,1100996799,1183884596,1244706195,1252035686,1501264215,1792118046,2313033852,,,,,
Spain,ESP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,15590150082,17979543841,20166761185,23299386118,27029896904,30406405493,33422973183,36985594978,39623089611,44846289856,55114898827,73038048180,96790621277,1.16125E+11,1.24192E+11,1.33148E+11,1.49035E+11,1.8642E+11,2.33171E+11,2.3859E+11,2.15988E+11,1.85537E+11,1.7576E+11,1.75401E+11,2.08651E+11,2.75238E+11,3.65273E+11,4.15975E+11,4.74882E+11,5.34252E+11,6.11783E+11,5.91477E+11,5.72961E+11,5.89507E+11,6.21416E+11,6.34263E+11,6.21768E+11,6.25195E+11,6.40371E+11,6.34864E+11,6.45591E+11,7.61905E+11,9.49229E+11,1.1321E+12,1.24164E+12,1.35303E+12,1.49097E+12,1.51934E+12,1.49636E+12,1.45576E+12,1.39622E+12,1.37693E+12,1.36549E+12,1.32406E+12,
Estonia,EST,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5799700087,6000207196,6370464697,7832227118,10191532421,13157673970,15487840234,18104312099,20117218757,19307662707,19406455289,21080353759,22538528917,24234843418,24945701163,24248727798,
Ethiopia,ETH,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,8177251853,8021911904,7842945611,9595625105,12154127956,12192104397,11833494725,12294356406,12270070224,11447320877,11400517948,9098295681,8359529603,8709379049,8749819778,7969964500,8003894080,8282808161,8565169695,8244554537,8231634992,10032643824,12291510934,14407106797,17783871681,23011340074,28930389371,33247716569,35237153541,38143234740,44574863492,53620709601,58862952811,
Finland,FIN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,6166011017,6659535608,7377415819,8275717549,9012167272,9488694557,9646755513,10474257505,11367359074,12420046802,14710178564,18796188106,24081362293,29768052793,32303323631,34055547826,37587356527,45438168775,54705880653,57505821204,56452539442,52618645872,52683773408,54556333052,63988515481,81257066986,1.06554E+11,1.19699E+11,1.29672E+11,1.2579E+11,1.21844E+11,1.04751E+11,1.02648E+11,1.12525E+11,1.2795E+11,1.37001E+11,1.32921E+11,1.34508E+11,1.36751E+11,1.33722E+11,1.32679E+11,1.4951E+11,1.84041E+11,2.10376E+11,2.25091E+11,2.43509E+11,2.65228E+11,2.59417E+11,2.64591E+11,2.6894E+11,2.63522E+11,2.66922E+11,2.66674E+11,2.54151E+11,
Fiji,FJI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,118871576.4,125014439,135680668.3,135623163.5,145205933.2,166346898.9,174028047.6,177185060.2,207221434.8,235244739.4,287567748.9,397090961.2,527329656.2,644322234.9,719564382.3,775855480.9,831473433.3,1030017027,1185070774,1326059002,1202947113,1085998810,1164462896,1127319579,1284852049,1279255755,1293550979,1295223032,1306438596,1315215800,1482710766,1577922539,1707714498,1906009212,2090344430,2048850169,1837664946,1899042798,1812796972,1744288581,1768004441,1977875668,2482547406,2953066363,3000663454,3197679100,3387428151,3295947097,3139459246,3130491108,3512309923,4105381392,4314127245,4279626552,
France,FRA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,75160418254,82897515069,92738836781,1.02259E+11,1.11779E+11,1.20642E+11,1.3144E+11,1.45474E+11,1.56514E+11,1.69924E+11,1.94462E+11,2.50472E+11,3.11508E+11,3.63686E+11,3.8835E+11,4.26531E+11,4.84126E+11,5.95715E+11,7.23637E+11,7.33912E+11,6.73647E+11,5.88E+11,5.55931E+11,5.56456E+11,6.48578E+11,8.32743E+11,1.07215E+12,1.13539E+12,1.2088E+12,1.26185E+12,1.41297E+12,1.40438E+12,1.45643E+12,1.54256E+12,1.62962E+12,1.62436E+12,1.56276E+12,1.54644E+12,1.53203E+12,1.46914E+12,1.43238E+12,1.61961E+12,1.9752E+12,2.27474E+12,2.41482E+12,2.57664E+12,2.80086E+12,2.83155E+12,2.8477E+12,2.8893E+12,2.82471E+12,2.86954E+12,2.84739E+12,2.71141E+12,
Faroe Islands,FRO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220592345.8,225447824.9,237510216.7,232471657.1,229062627.3,217459686.4,221912602.9,237757151.3,241418916,242421780.5,254401514,260128731.4,271197857.5,269296997,267940202.8,267054199,288263585.6,296934877.1,315153357.1,332962986,339945997.6,333414566.3,,
Gabon,GAB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,170841076,212043824.9,176613129,194223375,228929496.4,241325786,262662268.5,304356269.2,336785947.1,368968936.7,419198222.4,564468360.3,1078590448,1856414002,2941692126,2709185262,2135476614,2491821464,3336537320,3937952281,3695130922,3341475691,3467392250,3193851655,3268387092,2993634272,3732911307,4229284630,4576829243,5045421382,5133321393,4562821079,4369730592,4239251640,4562033053,4877424252,4615101410,3933969198,3800818497,4307139621,4637395869,5103120125,5821422178,7684232234,8098171076,9547805910,11018036247,11878816706,12717327222,13648521829,15885667436,16951953710,17561958859,15895152585,
United Kingdom,GBR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,1.27144E+11,1.42916E+11,1.67177E+11,2.04461E+11,2.28527E+11,2.5554E+11,2.62844E+11,2.74153E+11,3.11141E+11,3.9652E+11,5.00001E+11,5.58631E+11,5.58929E+11,5.17201E+11,4.86902E+11,4.8215E+11,5.40742E+11,6.72817E+11,8.58262E+11,9.24048E+11,9.88431E+11,1.03498E+12,1.15159E+12,1.1492E+12,1.18132E+12,1.20607E+12,1.27284E+12,1.3648E+12,1.45132E+12,1.53571E+12,1.61344E+12,1.609E+12,1.63767E+12,1.82355E+12,2.1682E+12,2.48573E+12,2.64549E+12,2.83581E+12,2.90422E+12,2.66694E+12,2.54096E+12,2.54259E+12,2.61253E+12,2.69597E+12,2.80069E+12,2.8233E+12,
Georgia,GEO,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672829938,2658633000,2468775265,2574034115,3012401013,3572701755,3701252809,3472065281,3297993072,3151026226,3362800294,3926312165,4749361437,5916363292,7399638605,9162154542,10746179746,11152230865,11772228672,12781901888,14800794169,15992307031,16730244817,15300892451,
Ghana,GHA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1359452015,1464929917,1597950983,1803856868,1950437696,1987018301,1860280159,1903972101,2163409886,2423202960,2374066752,2637901462,3074454166,3005564119,2918968602,3132021897,3678042272,4116343281,4642444509,4626812725,4160767421,3797816658,4214656778,4493259397,5177333550,5663458263,6085104484,5765045089,5849637029,6301050070,6775699111,6714089652,6202453472,6287984433,6597351429,6985200992,7122410601,7391216457,6465615376,5838724981,5507626444,6555649348,8152799565,10029517558,13314015085,18132864963,26965240118,28651383717,30539795469,35158202355,40125926513,45546215311,42652664235,40615117633,
Gibraltar,GIB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367833546,2415534162,2587765889,2737324757,3084940562,3382906565,3505269375,3669091556,3842455080,3888016825,3691025208,3591982843,3325081120,3057709362,2990772246,2968635317,3339916922,3271616055,2964159069,3129540167,3577981536,4105775746,4298332247,4582155357,4998821837,5423556701,5773147238,5976720786,
"Gambia, The",GMB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,48395287.51,48347442.95,50731129.47,53545338.85,58337466.64,74418312.01,94624122.11,123052920.9,131068882.9,137836883.9,157980291.3,192231775.5,242710772,254051691.2,228670007.8,212992110.8,209584943.4,226473972.7,237978605.3,267680385.2,265450587.9,276036924.3,292371831.4,392770654.7,538927935.6,753790932.3,755431347.5,783890172.9,817288818.6,827318772.4,820170900.9,818538765.8,821354094.4,758143773.9,624788690,572473266.3,586184617,576654011.1,612361677.2,688885243.7,832635025.1,957249048.6,1000942154,906727838.3,936721911.5,938445668,878172422.2,,
Guinea-Bissau,GNB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,90224341.4,99052861.98,112191893.7,127834796.8,117155196.9,110589562.8,126867259.7,138611554.2,115103820.7,148700433.5,158730773.7,157219950.6,159166211.6,172173111.8,142858783,157419025,170460591.8,197040401.1,218659529.8,243610181.6,243777425.6,236932964.7,233414314.2,243578116.9,265377752.4,272444688.4,184428975.6,191831731,251677726.6,307068106.1,379389779.8,423577325.7,500050112.5,575312331.8,607210023.8,657901495.9,742357071.1,829397209,888416237.2,998227086.2,1004356303,1050050074,1061592559,1086467650,
Equatorial Guinea,GNQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,36066566.83,38955852.76,43691834.06,52142728.34,60976907.99,80417724.73,97125429.05,93336685.83,110248033,115578837.1,168077002.2,169594194.8,128928603.5,124299518.9,184027231.1,467190635.2,390864170.1,474644000.7,466800820.7,571054434.9,834424406.2,817747261.3,1235368024,2915838581,6016819534,8064334380,9023919246,6151369790,5743832831,7296392944,9643791556,9478737786,8379870058,6586808428,
Greece,GRC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,5308425742,5985240969,6688985549,7587863092,8445657594,9256588287,10283839541,11648283889,13151301548,15008571717,17725923200,22207126324,25457930455,31434311293,34440220596,36586744632,43305997409,53821822423,62537861559,61865590799,57728115423,51910868282,50762915970,49724601965,53293908019,61258463998,76075363353,83695198233,91372668937,1.01488E+11,1.16309E+11,1.1636E+11,1.21843E+11,1.30914E+11,1.42245E+11,1.50136E+11,1.47826E+11,1.43758E+11,1.4386E+11,1.41706E+11,1.43185E+11,1.71304E+11,2.14191E+11,2.49717E+11,2.701E+11,2.90973E+11,3.16964E+11,3.25252E+11,3.07846E+11,2.77868E+11,2.63548E+11,2.50095E+11,2.40114E+11,2.19629E+11,
Grenada,GRD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,78821630.54,,,,,,,137270021.2,169259639.6,187801051.6,205145679.6,216413651.7,234516734.1,244160596.1,243632809.5,257335517.9,267141242,281331210,290641289.2,302439659.8,338782177.5,392272388.7,421264951.1,482366734.3,549948147.6,558195565,695779359.8,674463329.3,718669286,766118125.9,710370187.1,737605866,754375598.6,755252628.5,795560087.7,858847711.3,900678508,
Greenland,GRL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,91193965.52,119514766.8,154791537.1,188679630.1,215164627.1,254081702.5,303281050.3,374478375.7,465588446.6,464170688.3,413199053.5,378799782.5,355152980.2,375749371.3,456925448.3,620304560.6,831084820,938472929.5,872243879.5,916232325.7,964286995,916413597,989665376.3,1086183816,1161809045,1150309952,1146643815,1107439591,1140084239,1092761273,1061819037,1209716395,1469857232,1706351096,1677100330,1985621765,1408346375,1086669065,,,,,,,
Guatemala,GTM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,1136418615,1251542612,1313752328,1374380381,1434175233,1480672815,1624809199,1732144510,1889131397,2035851050,2237039797,2627027883,3210083443,3749063800,4306949156,5103083973,6039555551,7273369473,8313657067,8795050473,8493004574,8310266140,8671392573,9183873916,8688551116,8502726266,8423266943,8587527391,8481193292,8996266234,9850624206,11176636171,12330961442,13959382255,15213706433,16579060390,17896745375,18720838937,19387076629,19122636604,19718619400,21102298202,23787990406,26273484712,28912699533,32432956595,36161526730,37401517480,39475103586,42577868741,47188077936,51678370365,55024847224,58636219449,
Guam,GUM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,170367400.9,157436710.4,179821813.3,204812013.4,213848107,229866583.7,227979646.1,244886953.3,252992917.9,272274418.5,284771706.8,313141594.1,399681854.8,506949277.8,501229348.4,462856500.1,475034575.6,518255876.1,592925697.5,575104462.3,457232720.2,394458204.9,362411225.1,388064090.2,399540014.7,345332801.9,350683810.4,267749967,279656633.2,280438739.4,312771127.9,361761881.9,444651617.2,534187165.3,630000211,668585454.4,646148925.4,658962940.2,654468322,645178183.2,657783026.8,680652833.6,695620535.4,785813287.7,998057930.4,1332741938,1805942068,1986031602,2185000254,2410993365,2734044908,3002138310,3076005992,3140468542,
"Hong Kong SAR, China",HKG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,2654159394,2811497625,3245764376,3692360627,4296827601,5379750254,7428494116,9422384903,10915300570,13093410488,15312604791,18323984152,23181744330,29010169267,32986982872,33131348554,31467679707,33314666216,33246482864,39938886563,50687548435,60609265243,65684764512,72224245449,82360336448,96083439976,1.15022E+11,1.31378E+11,1.44639E+11,1.5456E+11,1.68154E+11,1.62307E+11,1.70436E+11,1.79503E+11,1.7695E+11,1.7042E+11,1.77285E+11,1.90747E+11,1.96861E+11,2.0767E+11,2.21789E+11,2.3623E+11,2.25576E+11,2.36168E+11,2.52373E+11,2.59862E+11,2.7687E+11,2.91988E+11,2.99516E+11,
Honduras,HND,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,377579727.4,401186694.5,437497473.6,491160324.4,537855941.6,580228708.9,638909097.8,666668061.5,709589451.1,749014096.5,820262200.1,950881712.9,1086298079,1195857263,1334556332,1550490403,1875756825,2225364717,2508415429,2769006217,2697087134,2727001294,2973529991,3308917186,3610947250,4171787751,4446963113,4150268716,3398820185,3112490494,3162493207,3456881824,3415812247,3580851428,3794396743,4219857719,4475891641,4804058705,5769253420,6549209436,7351705594,7937352763,8727536646,9542118832,10297729233,11553219461,12914964794,13585779139,14429380667,15911337092,16986695277,17685868394,18084033436,18361664576,
Heavily indebted poor countries (HIPC),HPC,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,27511103894,29262728119,31408819668,36396604491,46279249268,55300338196,60048540058,65420191731,75419449286,88769711114,1.00578E+11,1.09266E+11,1.0373E+11,93718703269,91753627391,94617618487,1.09047E+11,1.29743E+11,1.39842E+11,1.35889E+11,1.28619E+11,1.26749E+11,1.25782E+11,1.24627E+11,1.15501E+11,1.20694E+11,1.27886E+11,1.35092E+11,1.3625E+11,1.39142E+11,1.41191E+11,1.42648E+11,1.48538E+11,1.63673E+11,1.93357E+11,2.26398E+11,2.58645E+11,3.02275E+11,3.64719E+11,4.07696E+11,4.42158E+11,4.77304E+11,5.2467E+11,5.71715E+11,6.06389E+11,6.17643E+11,
Croatia,HRV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25006050625,24464314655,23275076494,23408784094,23061900832,24280671134,28802120120,36716323208,43856634912,48813043479,54804479736,61935965784,61178444238,60741551536,60154155717,57452857704,57317368614,55083523903,53618868220,
Haiti,HTI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492848054,3847659464,4451353401,5239570112,5968804502,6676537613,6503799626,7132208279,7747492999,8363586697,8673896967,8760668807,
Hungary,HUN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38260244296,42104230345,44324912332,45394935969,45807048317,45821263776,46409002253,47539782294,49065239023,53911055708,67614545523,87856861334,1.05256E+11,1.13694E+11,1.18779E+11,1.32481E+11,1.3299E+11,1.30917E+11,1.30157E+11,1.27464E+11,1.32093E+11,1.31595E+11,1.27885E+11,
Indonesia,IDN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,8425358929,9796107792,10680285378,11802079377,15209706232,21869855930,30598315923,38041080896,44835448129,54591679574,61024935183,74102765957,86645076760,90819836745,90787472748,88577760122,85747246219,87675868080,87687513795,92511339762,99094091479,1.11036E+11,1.12329E+11,1.25833E+11,1.51872E+11,1.70561E+11,1.94814E+11,2.18092E+11,2.22424E+11,1.3508E+11,1.19651E+11,1.19462E+11,1.4315E+11,1.5666E+11,1.98234E+11,2.41393E+11,2.76759E+11,3.15565E+11,3.71909E+11,4.5709E+11,5.12966E+11,6.1176E+11,7.36173E+11,8.88561E+11,9.39988E+11,9.23149E+11,8.87028E+11,
India,IND,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,41899840939,46535043797,53463130139,56843116926,54886671744,55975759350,54861883299,60211657926,65006574149,68822466196,73073813340,87250115795,1.0403E+11,1.20363E+11,1.17114E+11,1.23165E+11,1.40579E+11,1.55116E+11,1.91883E+11,2.14691E+11,2.1407E+11,2.16191E+11,2.19676E+11,2.33333E+11,2.54822E+11,2.92663E+11,3.34984E+11,3.38679E+11,3.40537E+11,3.14076E+11,3.18075E+11,3.05979E+11,3.28479E+11,3.60601E+11,4.02269E+11,4.1715E+11,4.27584E+11,4.62428E+11,4.75361E+11,4.9403E+11,5.09029E+11,5.84033E+11,6.9942E+11,8.30107E+11,9.41326E+11,1.10896E+12,1.22436E+12,1.39278E+12,1.55561E+12,1.74936E+12,1.88951E+12,1.94415E+12,2.02305E+12,2.08445E+12,
Ireland,IRL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,6276789022,7835495756,9394408183,10824268834,10627110842,11734303465,13724287030,17263012118,21774221681,23422600360,22264476066,20083045665,19822997578,19911053551,22557011417,29086555406,36738564374,38958573209,44137988764,46393097357,51388373954,52218352482,55581256644,61062706060,69485166506,76453306992,79747878595,85234198244,92093122000,93361858849,97810767432,1.20212E+11,1.51607E+11,1.85099E+11,2.0764E+11,2.24399E+11,2.33556E+11,2.13867E+11,2.04017E+11,1.97257E+11,1.93404E+11,2.04414E+11,2.14451E+11,2.16614E+11,
"Iran, Islamic Rep.",IRN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,6570128584,7322214448,8019483531,9100101020,10393518772,11390824810,13418589769,16956211719,23152897292,35457579273,49172280859,68565117491,72679495433,72157804788,85413808176,85183302491,99186586712,1.30617E+11,1.44598E+11,1.44664E+11,1.66064E+11,1.81959E+11,1.82233E+11,1.59929E+11,1.41543E+11,1.43546E+11,,,,,80285238936,99523833915,1.13691E+11,1.15302E+11,1.12076E+11,1.15686E+11,1.19981E+11,1.27545E+11,1.50227E+11,1.71718E+11,2.03816E+11,2.40291E+11,2.98088E+11,3.49265E+11,3.94234E+11,4.46815E+11,5.05745E+11,5.33652E+11,5.48968E+11,5.11755E+11,,
Iraq,IRQ,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,53691468524,48537660269,43998759087,35021628731,38648734819,42854343955,48579786662,57324926893,61775628579,63268229403,1.22763E+11,,,,,,,,,,,,,,,,55938618215,71394849195,1.03074E+11,1.20479E+11,1.36158E+11,1.52577E+11,2.0113E+11,2.3203E+11,2.26138E+11,2.02042E+11,
Iceland,ISL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,280481087.6,323479574.9,387567639.7,469103340.1,581826188.6,618271495.3,562064166.2,505794508.2,519370334.9,618555287.5,777723747.6,1047617857,1432172798,1623088972,1745472769,1988694371,2414517388,2959704597,3503816711,3728618597,3512299345,2964667581,2834056111,2864273357,3446807943,4672213716,5831698367,6088044723,6288781716,6478657980,6883253779,6846561630,6790634050,6780579551,7307870067,7673600843,7949123442,8382007031,8867920834,8675876544,8734446790,9593157420,12094219795,15053130240,16248045971,19406888752,15877974490,13443892899,11661779696,11992600713,12997170352,15005249140,15622644767,16451368577,
Israel,ISR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,3265954118,3299931248,3277689247,3699449338,3871790832,4012320693,4534740466,4891447854,5199851763,5877784870,7137540358,8426362091,11452100866,13493725280,13568568058,13517652641,14435739545,17092831270,20763731057,24008105716,24213682011,24584364054,24868300702,25307482046,27739288126,33269791422,41008273240,44134581040,50622555239,56851675789,64486134983,68774228588,74669643725,78777882282,94479722852,1.05127E+11,1.05795E+11,1.06659E+11,1.18242E+11,1.22596E+11,1.20463E+11,1.23074E+11,1.35772E+11,1.47061E+11,1.55602E+11,1.7022E+11,1.89463E+11,2.03461E+11,2.25971E+11,2.45523E+11,2.56856E+11,2.76717E+11,2.90369E+11,2.97028E+11,
